num_env_steps_sampled_lifetime,num_episodes_lifetime,num_env_steps_trained_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,timers/training_iteration_time_sec,timers/restore_workers_time_sec,timers/training_step_time_sec,env_runners/episode_return_min,env_runners/episode_return_max,env_runners/num_episodes,env_runners/episode_len_min,env_runners/num_env_steps_sampled,env_runners/episode_return_mean,env_runners/num_env_steps_sampled_lifetime,env_runners/episode_len_mean,env_runners/episode_len_max,env_runners/sample,env_runners/episode_duration_sec_mean,num_agent_steps_sampled_lifetime/default_agent,fault_tolerance/num_healthy_workers,fault_tolerance/num_in_flight_async_reqs,fault_tolerance/num_remote_worker_restarts,perf/cpu_util_percent,perf/ram_util_percent,env_runners/module_episode_returns_mean/default_policy,env_runners/num_agent_steps_sampled_lifetime/default_agent,env_runners/num_agent_steps_sampled/default_agent,env_runners/num_module_steps_sampled_lifetime/default_policy,env_runners/num_module_steps_sampled/default_policy,env_runners/agent_episode_returns_mean/default_agent,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/learner_connector_timer,learners/__all_modules__/num_env_steps_trained,learners/default_policy/vf_loss_unclipped,learners/default_policy/mean_kl_loss,learners/default_policy/curr_entropy_coeff,learners/default_policy/policy_loss,learners/default_policy/module_train_batch_size_mean,learners/default_policy/total_loss,learners/default_policy/num_module_steps_trained,learners/default_policy/curr_kl_coeff,learners/default_policy/diff_num_grad_updates_vs_sampler_policy,learners/default_policy/entropy,learners/default_policy/num_trainable_parameters,learners/default_policy/gradients_default_optimizer_global_norm,learners/default_policy/vf_explained_var,learners/default_policy/num_non_trainable_parameters,learners/default_policy/vf_loss,learners/default_policy/default_optimizer_learning_rate
8596000,197934,8823329,False,2149,94ea2_00001,2024-12-08_11-35-25,1733654125,6.285349369049072,13209.634219884872,1034571,DanielAhmed,192.168.137.208,13209.634219884872,2149,2.234399170046903,3.895134669839754,0.01668942019054772,6.198980665206909,8.511543273925782e-06,6.198831248283386,-42.48753616621483,10.0,154,1,4000,5.4969144930232146,129258052000,28.531428571428563,100,2.1181301666218415,0.21247361003978382,8596000,14,0,0,31.599999999999998,92.58888888888889,5.4969144930232146,9240700000,4000,9240700000,4000,5.4969144930232146,4168,1224441.0,0.0,0.2617805967027382,4168,2.0557870864868164,0.018288467079401016,0.01,-0.08022934943437576,4156.601624644033,0.1678648591041565,4168,0.0,2148.0,0.139125794172287,1224441.0,11.186830520629883,0.485281765460968,0.0,0.49897095561027527,0.0001
8600000,198073,8827481,False,2150,94ea2_00001,2024-12-08_11-35-31,1733654131,6.090989351272583,13215.725209236145,1034571,DanielAhmed,192.168.137.208,13215.725209236145,2150,2.2344708169165255,3.8943618900914387,0.01667877177848213,6.184581017494201,8.392333984375e-06,6.1844337463378904,-38.89472778564282,10.0,139,1,4000,7.4207684886756695,129378400000,24.54428571428572,100,2.1181900949850285,0.17692031178935266,8600000,14,0,0,30.933333333333337,92.56666666666666,7.4207684886756695,9249300000,4000,9249300000,4000,7.4207684886756695,4152,1224441.0,0.0,0.2617791290908757,4152,0.047151919454336166,0.019086165353655815,0.01,-0.0837913230061531,4156.640320413433,-0.06136943772435188,4152,0.0,2149.0,0.11540717631578445,1224441.0,0.9612928032875061,0.13429385423660278,0.0,0.047151919454336166,0.0001
8604000,198221,8831642,False,2151,94ea2_00001,2024-12-08_11-35-37,1733654137,6.204796314239502,13221.930005550385,1034571,DanielAhmed,192.168.137.208,13221.930005550385,2151,2.234355517477414,3.8949130537906105,0.01666890355095226,6.209250259399414,8.702278137207031e-06,6.2090908765792845,-9.556409292556848,10.0,148,1,4000,7.219696206387712,129498804000,26.24142857142858,100,2.1182493618406064,0.18965119299050592,8604000,14,0,0,31.099999999999998,92.80000000000001,7.219696206387712,9257904000,4000,9257904000,4000,7.219696206387712,4161,1224441.0,0.0,0.2617734029424786,4161,0.66659015417099,0.04025273025035858,0.01,-0.014446002431213856,4156.67868210498,0.11249645054340363,4161,0.0,2150.0,0.15309470891952515,1224441.0,5.675209999084473,0.6901711225509644,0.0,0.25694677233695984,0.0001
8608000,198379,8835814,False,2152,94ea2_00001,2024-12-08_11-35-44,1733654144,6.326805353164673,13228.25681090355,1034571,DanielAhmed,192.168.137.208,13228.25681090355,2152,2.234298182572674,3.896615598432538,0.016670747465489674,6.227399468421936,8.559226989746093e-06,6.227241182327271,-37.111122193028585,10.0,158,1,4000,6.723706592095657,129619264000,28.504285714285725,100,2.1183093321470174,0.20556010849561837,8608000,14,0,0,30.966666666666672,92.77777777777777,6.723706592095657,9266512000,4000,9266512000,4000,6.723706592095657,4172,1224441.0,0.0,0.26177268692104155,4172,1.6522818803787231,0.21406637132167816,0.01,-0.1218254342675209,4156.7178125306555,0.07433748990297318,4172,0.0,2151.0,0.0685325413942337,1224441.0,2.82881760597229,0.5571280717849731,0.0,0.39369648694992065,0.0001
8612000,198499,8839947,False,2153,94ea2_00001,2024-12-08_11-35-50,1733654150,6.037875652313232,13234.294686555862,1034571,DanielAhmed,192.168.137.208,13234.294686555862,2153,2.23452571474691,3.8951552700083023,0.016633226900888025,6.220031976699829,8.487701416015625e-06,6.219877076148987,-41.486435456627156,10.0,120,1,4000,5.629888091679602,129739780000,34.040000000000006,100,2.1184364227052375,0.2531223292692449,8612000,14,0,0,31.644444444444446,92.6,5.629888091679602,9275124000,4000,9275124000,4000,5.629888091679602,4133,1224441.0,0.0,0.26176785542823855,4133,4.508564472198486,0.028522230684757233,0.01,-0.02724980190396309,4156.753792479606,0.3205861747264862,4133,0.0,2152.0,0.15963934361934662,1224441.0,5.215885639190674,0.20391452312469482,0.0,0.698864758014679,0.0001
8616000,198679,8844140,False,2154,94ea2_00001,2024-12-08_11-35-56,1733654156,6.060380697250366,13240.355067253113,1034571,DanielAhmed,192.168.137.208,13240.355067253113,2154,2.2344085407294716,3.8942185223681576,0.01665283560184736,6.158092999458313,8.58306884765625e-06,6.157939195632935,-41.0358583930114,10.0,180,1,4000,7.033675306248609,129860352000,24.74571428571429,100,2.118549666879993,0.17863147078651573,8616000,14,0,0,34.525,92.67500000000001,7.033675306248609,9283740000,4000,9283740000,4000,7.033675306248609,4193,1224441.0,0.0,0.2617609259393011,4193,3.8423941135406494,0.021364979445934296,0.01,-0.07081515341997147,4156.792681048325,0.2248670607805252,4193,0.0,2153.0,0.12570050358772278,1224441.0,1.9715521335601807,0.23128974437713623,0.0,0.593878448009491,0.0001
8620000,198863,8848338,False,2155,94ea2_00001,2024-12-08_11-36-02,1733654162,6.124102830886841,13246.479170084,1034571,DanielAhmed,192.168.137.208,13246.479170084,2155,2.234492895652145,3.8937926300744743,0.01662269313590203,6.176182126998901,8.082389831542968e-06,6.176031136512757,-39.70889438800838,10.0,184,1,4000,7.097105617976858,129980980000,21.60285714285715,100,2.118668896342643,0.15663507343926802,8620000,14,0,0,31.088888888888885,92.65555555555557,7.097105617976858,9292360000,4000,9292360000,4000,7.097105617976858,4198,1224441.0,0.0,0.26176028816169905,4198,0.4192298352718353,0.08117031306028366,0.01,-0.07151566445827484,4156.834916466421,0.055526118725538254,4198,0.0,2154.0,0.19393208622932434,1224441.0,3.961954116821289,0.9395146369934082,0.0,0.2579621374607086,0.0001
8624000,198989,8852478,False,2156,94ea2_00001,2024-12-08_11-36-08,1733654168,5.940929412841797,13252.420099496841,1034571,DanielAhmed,192.168.137.208,13252.420099496841,2156,2.234421123025671,3.891675303693613,0.016600922334762635,6.152650499343872,8.058547973632812e-06,6.152500510215759,-3.246757658904387,10.0,126,1,4000,6.530869805418905,130101664000,32.49285714285714,100,2.1187717646485646,0.2350415267146725,8624000,14,0,0,31.033333333333335,92.7,6.530869805418905,9300984000,4000,9300984000,4000,6.530869805418905,4140,1224441.0,0.0,0.26175488221025534,4140,0.8077360987663269,0.02136201038956642,0.01,-0.27339091897010803,4156.874627908051,-0.08064703643321991,4140,0.0,2155.0,0.09505275636911392,1224441.0,2.5787413120269775,0.8222442269325256,0.0,0.38738885521888733,0.0001
8628000,199140,8856643,False,2157,94ea2_00001,2024-12-08_11-36-14,1733654174,5.961140155792236,13258.381239652634,1034571,DanielAhmed,192.168.137.208,13258.381239652634,2157,2.234061197845261,3.890081347706678,0.01657925539152442,6.13650233745575,8.130073547363282e-06,6.136345767974854,-3.0699054468204,10.0,151,1,4000,6.905301555661367,130222404000,29.398571428571437,100,2.1188671680311786,0.21318491129337672,8628000,14,0,0,34.4,92.6625,6.905301555661367,9309612000,4000,9309612000,4000,6.905301555661367,4165,1224441.0,0.0,0.2617459459249251,4165,0.34451016783714294,0.009719395078718662,0.01,-0.11694646626710892,4156.914361629201,-0.059384558349847794,4165,0.0,2156.0,0.061373379081487656,1224441.0,2.3922362327575684,0.8488941192626953,0.0,0.11635126918554306,0.0001
8632000,199266,8860782,False,2158,94ea2_00001,2024-12-08_11-36-20,1733654180,6.287633657455444,13264.66887331009,1034571,DanielAhmed,192.168.137.208,13264.66887331009,2158,2.234032636786672,3.8913904273397613,0.016613073867429693,6.118112063407898,8.058547973632812e-06,6.117953991889953,-40.625570691115115,10.0,126,1,4000,5.65517927659653,130343200000,31.96714285714286,100,2.1189676583242383,0.23291927358588768,8632000,14,0,0,31.34444444444445,92.52222222222221,5.65517927659653,9318244000,4000,9318244000,4000,5.65517927659653,4139,1224441.0,0.0,0.2617422001234799,4139,0.09192581474781036,0.028093241155147552,0.01,-0.04708473011851311,4156.951513213137,-0.0030017411336302757,4139,0.0,2157.0,0.1879926472902298,1224441.0,3.7931649684906006,0.5372640490531921,0.0,0.09192581474781036,0.0001
8636000,199405,8864934,False,2159,94ea2_00001,2024-12-08_11-36-26,1733654186,5.978143930435181,13270.647017240524,1034571,DanielAhmed,192.168.137.208,13270.647017240524,2159,2.2337580484287924,3.889865999956166,0.016602241848811122,6.087252402305603,7.963180541992187e-06,6.087094569206238,-33.56714897154963,10.0,139,1,4000,6.5287024334245745,130464052000,27.767142857142872,100,2.119028034396712,0.20056788136438364,8636000,14,0,0,30.74444444444445,92.48888888888888,6.5287024334245745,9326880000,4000,9326880000,4000,6.5287024334245745,4152,1224441.0,0.0,0.2617341998623711,4152,0.05356672406196594,0.018896641209721565,0.01,-0.11684373021125793,4156.987430329232,-0.0909850150346756,4152,0.0,2158.0,0.09246471524238586,1224441.0,2.067481756210327,0.6756893396377563,0.0,0.05356672406196594,0.0001
8640000,199581,8869123,False,2160,94ea2_00001,2024-12-08_11-36-32,1733654192,5.943686008453369,13276.590703248978,1034571,DanielAhmed,192.168.137.208,13276.590703248978,2160,2.2339310532046746,3.8875897906465062,0.016575098020401104,6.0724773645401005,8.130073547363282e-06,6.07231752872467,-34.15559206425266,10.0,176,1,4000,7.307076264311467,130584960000,23.58714285714286,100,2.11908572442622,0.16967862043122295,8640000,14,0,0,34.3625,92.58749999999999,7.307076264311467,9335520000,4000,9335520000,4000,7.307076264311467,4189,1224441.0,0.0,0.26172176830927146,4189,1.9260163307189941,0.020026152953505516,0.01,-0.13915856182575226,4157.025833951683,0.08769522607326508,4189,0.0,2159.0,0.12959355115890503,1224441.0,1.7805885076522827,0.6036215424537659,0.0,0.45629945397377014,0.0001
8644000,199741,8873297,False,2161,94ea2_00001,2024-12-08_11-36-38,1733654198,6.078816652297974,13282.669519901276,1034571,DanielAhmed,192.168.137.208,13282.669519901276,2161,2.2338959364226514,3.886891370170186,0.01655091332012343,6.059911513328553,7.82012939453125e-06,6.059762024879456,-8.586277733643463,10.0,160,1,4000,7.400897031638685,130705924000,25.025714285714276,100,2.119141426704941,0.18006571681296923,8644000,14,0,0,30.688888888888894,92.68888888888888,7.400897031638685,9344164000,4000,9344164000,4000,7.400897031638685,4174,1224441.0,0.0,0.2617162042752458,4174,0.2718137502670288,0.10684911906719208,0.01,-0.09414876252412796,4157.065170758653,-0.015950476750731468,4174,0.0,2160.0,0.23160046339035034,1224441.0,7.585811138153076,0.8456109166145325,0.0,0.16102854907512665,0.0001
8648000,199889,8877457,False,2162,94ea2_00001,2024-12-08_11-36-44,1733654204,5.9596521854400635,13288.629172086716,1034571,DanielAhmed,192.168.137.208,13288.629172086716,2162,2.2336481742782768,3.88519594414875,0.01653183593695804,6.023127460479737,7.987022399902344e-06,6.022974896430969,-31.893013368199245,10.0,148,1,4000,6.394835574451483,130826944000,30.79142857142858,100,2.1191920992841142,0.2239841815008549,8648000,14,0,0,34.1625,92.775,6.394835574451483,9352812000,4000,9352812000,4000,6.394835574451483,4160,1224441.0,0.0,0.2617064034268705,4160,0.14553861320018768,0.004103788640350103,0.01,-0.1745370775461197,4157.104018246087,-0.1027139201760292,4160,0.0,2161.0,0.09461450576782227,1224441.0,2.0685815811157227,0.6494122743606567,0.0,0.14553861320018768,0.0001
8652000,200028,8881610,False,2163,94ea2_00001,2024-12-08_11-36-50,1733654210,6.13456654548645,13294.763738632202,1034571,DanielAhmed,192.168.137.208,13294.763738632202,2163,2.23430393452549,3.8843572283071155,0.016538229817559844,6.032859039306641,8.249282836914063e-06,6.03270468711853,-5.3119233564365995,10.0,139,1,4000,6.707603786328067,130948020000,31.47,100,2.1192840593597335,0.22701695867556354,8652000,14,0,0,31.44444444444445,92.69999999999999,6.707603786328067,9361464000,4000,9361464000,4000,6.707603786328067,4153,1224441.0,0.0,0.2617023260282363,4153,0.5667112469673157,0.025510001927614212,0.01,-0.1929704248905182,4157.141682266698,-0.09201361984014511,4153,0.0,2162.0,0.14651013910770416,1224441.0,7.345326900482178,0.7362998127937317,0.0,0.20484380424022675,0.0001
8656000,200171,8885767,False,2164,94ea2_00001,2024-12-08_11-36-56,1733654216,5.991617441177368,13300.75535607338,1034571,DanielAhmed,192.168.137.208,13300.75535607338,2164,2.2340988553501653,3.882944755334096,0.016547450819204113,6.025959253311157,8.27312469482422e-06,6.025806450843811,-17.54570240871129,10.0,143,1,4000,6.469930514120075,131069152000,31.161428571428576,100,2.1193307157033754,0.22256928227276412,8656000,14,0,0,30.988888888888894,92.64444444444445,6.469930514120075,9370120000,4000,9370120000,4000,6.469930514120075,4157,1224441.0,0.0,0.2616956378543327,4157,1.3940198421478271,0.06451189517974854,0.01,-0.08287829905748367,4157.178582605072,0.14724460244178772,4157,0.0,2163.0,0.1041560024023056,1224441.0,3.8583550453186035,0.4195588231086731,0.0,0.4623289108276367,0.0001
8660000,200318,8889927,False,2165,94ea2_00001,2024-12-08_11-37-02,1733654222,6.004396438598633,13306.759752511978,1034571,DanielAhmed,192.168.137.208,13306.759752511978,2165,2.2337071618766395,3.881897061790821,0.016520344650988367,6.013981294631958,8.344650268554688e-06,6.0138263463973995,-42.560079864851936,10.0,147,1,4000,5.501448862004088,131190340000,33.868571428571414,100,2.119355078778983,0.24045054349004716,8660000,14,0,0,34.25,92.7,5.501448862004088,9378780000,4000,9378780000,4000,5.501448862004088,4160,1224441.0,0.0,0.2616852888058059,4160,0.9201502799987793,0.025902872905135155,0.01,-0.09203000366687775,4157.2150307684515,0.09014485031366348,4160,0.0,2164.0,0.11415769904851913,1224441.0,5.146647930145264,0.5801771879196167,0.0,0.366632878780365,0.0001
8664000,200487,8894110,False,2166,94ea2_00001,2024-12-08_11-37-08,1733654228,6.083550691604614,13312.843303203583,1034571,DanielAhmed,192.168.137.208,13312.843303203583,2166,2.233587881597954,3.881368784212802,0.016528315574325884,6.028295922279358,8.296966552734374e-06,6.02814130783081,-42.560079864851936,10.0,169,1,4000,6.75195314496513,131311584000,26.62285714285715,100,2.1193798437341065,0.19251348771653798,8664000,14,0,0,31.12222222222222,92.64444444444445,6.75195314496513,9387444000,4000,9387444000,4000,6.75195314496513,4183,1224441.0,0.0,0.261681697425764,4183,3.8558120727539062,0.0130773289129138,0.01,0.017212802544236183,4157.253332110303,0.2936406135559082,4183,0.0,2165.0,0.14215025305747986,1224441.0,2.229738473892212,0.4752524495124817,0.0,0.5556986927986145,0.0001
8668000,200622,8898258,False,2167,94ea2_00001,2024-12-08_11-37-14,1733654234,5.940236806869507,13318.783540010452,1034571,DanielAhmed,192.168.137.208,13318.783540010452,2167,2.2334822480920313,3.8793961310404526,0.016524701478472018,6.026243352890015,8.20159912109375e-06,6.026094532012939,-39.65980620635238,10.0,135,1,4000,6.497486538588442,131432884000,29.085714285714285,100,2.11941939789072,0.2103033211868854,8668000,14,0,0,34.4125,92.6875,6.497486538588442,9396112000,4000,9396112000,4000,6.497486538588442,4148,1224441.0,0.0,0.2616755106643434,4148,0.17989718914031982,0.028713427484035492,0.01,-0.106687031686306,4157.289945922241,-0.024410700425505638,4148,0.0,2166.0,0.1535560041666031,1224441.0,1.2401944398880005,0.8405201435089111,0.0,0.16762377321720123,0.0001
8672000,200729,8902379,False,2168,94ea2_00001,2024-12-08_11-37-21,1733654241,6.76512598991394,13325.548666000366,1034571,DanielAhmed,192.168.137.208,13325.548666000366,2168,2.233547047521119,3.8850325913802246,0.01675173367360564,6.071462035179138,8.177757263183593e-06,6.071309733390808,-3.2861635372481905,10.0,107,1,4000,5.620253370516291,131554240000,37.64000000000001,100,2.1194563299822486,0.27021199314588945,8672000,14,0,0,28.359999999999996,92.61,5.620253370516291,9404784000,4000,9404784000,4000,5.620253370516291,4121,1224441.0,0.0,0.2616740734522064,4121,0.22534695267677307,0.18720212578773499,0.01,-0.11068370193243027,4157.322202124728,-0.05797998979687691,4121,0.0,2167.0,0.1163887307047844,1224441.0,6.902066230773926,0.8887690901756287,0.0,0.10773519426584244,0.0001
8676000,200891,8906554,False,2169,94ea2_00001,2024-12-08_11-37-27,1733654247,6.171741962432861,13331.720407962799,1034571,DanielAhmed,192.168.137.208,13331.720407962799,2169,2.2334008490358266,3.885394008296361,0.016724956976923576,6.090970754623413,9.465217590332032e-06,6.090797638893127,-25.46524112231991,10.0,162,1,4000,7.401726217315927,131675652000,22.312857142857148,100,2.1194343724739637,0.15856295505717363,8676000,14,0,0,30.811111111111106,92.86666666666666,7.401726217315927,9413460000,4000,9413460000,4000,7.401726217315927,4175,1224441.0,0.0,0.261669585339245,4175,0.7515944242477417,0.013234147801995277,0.01,-0.21268531680107117,4157.355584208573,-0.07354387640953064,4175,0.0,2168.0,0.08033084124326706,1224441.0,2.0430212020874023,0.8418606519699097,0.0,0.27988946437835693,0.0001
8680000,201030,8910706,False,2170,94ea2_00001,2024-12-08_11-37-34,1733654254,6.429121017456055,13338.149528980255,1034571,DanielAhmed,192.168.137.208,13338.149528980255,2170,2.2332287100956503,3.8883452047434175,0.01671517067716104,6.139480614662171,9.250640869140624e-06,6.139308333396912,-39.48909303765117,10.0,139,1,4000,5.603113319644413,131797120000,34.152857142857144,100,2.119353631755774,0.2387061763664989,8680000,14,0,0,30.34444444444444,92.64444444444445,5.603113319644413,9422140000,4000,9422140000,4000,5.603113319644413,4152,1224441.0,0.0,0.261660987185497,4152,0.03346624970436096,0.013264491222798824,0.01,-0.1646924763917923,4157.38776643053,-0.14900992810726166,4152,0.0,2169.0,0.10505867749452591,1224441.0,2.700974941253662,0.7894977331161499,0.0,0.03346624970436096,0.0001
8684000,201180,8914870,False,2171,94ea2_00001,2024-12-08_11-37-40,1733654260,6.406443357467651,13344.555972337723,1034571,DanielAhmed,192.168.137.208,13344.555972337723,2171,2.2335089124146834,3.890599410626068,0.016700460240282163,6.17222912311554,9.202957153320313e-06,6.172060346603393,-38.52839065140234,10.0,150,1,4000,7.3897391983375,131918644000,21.63714285714285,100,2.1193213456411564,0.15692374356831093,8684000,14,0,0,31.72222222222222,92.87777777777777,7.3897391983375,9430824000,4000,9430824000,4000,7.3897391983375,4164,1224441.0,0.0,0.26164885088709133,4164,0.0352478064596653,0.022328337654471397,0.01,-0.1695934683084488,4157.4199694496265,-0.15327182412147522,4164,0.0,2170.0,0.13022735714912415,1224441.0,2.9926655292510986,0.9969234466552734,0.0,0.0352478064596653,0.0001
8688000,201309,8919013,False,2172,94ea2_00001,2024-12-08_11-37-46,1733654266,6.093283653259277,13350.649255990982,1034571,DanielAhmed,192.168.137.208,13350.649255990982,2172,2.234351983860342,3.8891311325798927,0.016669148928092,6.18558349609375,9.131431579589843e-06,6.1854170799255375,-3.143342276468694,10.0,129,1,4000,6.90602133582303,132040224000,29.508571428571425,100,2.1193024887330103,0.21613109862785287,8688000,14,0,0,30.811111111111106,92.74444444444445,6.90602133582303,9439512000,4000,9439512000,4000,6.90602133582303,4143,1224441.0,0.0,0.26163318115043527,4143,0.030443774536252022,0.0027457354590296745,0.01,-0.1243007630109787,4157.450089631698,-0.10965707153081894,4143,0.0,2171.0,0.05781922861933708,1224441.0,0.9926693439483643,0.9254512190818787,0.0,0.030443774536252022,0.0001
8692000,201453,8923171,False,2173,94ea2_00001,2024-12-08_11-37-53,1733654273,6.673453330993652,13357.322709321976,1034571,DanielAhmed,192.168.137.208,13357.322709321976,2173,2.234453062191852,3.894206808554176,0.01665332654888637,6.239464211463928,9.1552734375e-06,6.2392932891845705,-39.417854514629454,10.0,144,1,4000,6.261421173904148,132161860000,31.24857142857143,100,2.1192379174844582,0.2257964559114771,8692000,14,0,0,30.988888888888894,92.84444444444445,6.261421173904148,9448204000,4000,9448204000,4000,6.261421173904148,4158,1224441.0,0.0,0.26161460447992335,4158,0.08118146657943726,0.0039781262166798115,0.01,-0.16720335185527802,4157.479665413183,-0.1273130625486374,4158,0.0,2172.0,0.07004524767398834,1224441.0,2.0075747966766357,0.7936927080154419,0.0,0.08118146657943726,0.0001
8696000,201628,8927360,False,2174,94ea2_00001,2024-12-08_11-37-59,1733654279,6.081984758377075,13363.404694080353,1034571,DanielAhmed,192.168.137.208,13363.404694080353,2174,2.2343235969099213,3.8935229367785418,0.016672190173553477,6.248658776283264,9.1552734375e-06,6.24848701953888,-3.05117302957338,10.0,175,1,4000,7.672596551089472,132283552000,23.431428571428583,100,2.119109709452267,0.1633315673222699,8696000,14,0,0,30.366666666666674,92.86666666666666,7.672596551089472,9456900000,4000,9456900000,4000,7.672596551089472,4189,1224441.0,0.0,0.2616021702538078,4189,0.2642400860786438,0.0035022618249058723,0.01,-0.19173185527324677,4157.511804670075,-0.13801082968711853,4189,0.0,2173.0,0.06575717031955719,1224441.0,1.0748437643051147,0.5031329393386841,0.0,0.10875720530748367,0.0001
8700000,201795,8931540,False,2175,94ea2_00001,2024-12-08_11-38-05,1733654285,6.039483308792114,13369.444177389145,1034571,DanielAhmed,192.168.137.208,13369.444177389145,2175,2.2343596017806227,3.8923052647704757,0.01663801879188365,6.252147316932678,9.131431579589843e-06,6.2519752264022825,-41.5082128277427,10.0,167,1,4000,7.1116969443491405,132405300000,24.612857142857134,100,2.1189606804921692,0.17167552380685394,8700000,14,0,0,30.533333333333335,93.04444444444444,7.1116969443491405,9465600000,4000,9465600000,4000,7.1116969443491405,4180,1224441.0,0.0,0.26158707963116445,4180,0.8833879232406616,0.021425968036055565,0.01,-0.18485552072525024,4157.545553175289,-0.07932715862989426,4180,0.0,2174.0,0.11687129735946655,1224441.0,1.4894530773162842,0.8408429622650146,0.0,0.2133941650390625,0.0001
8704000,201935,8935691,False,2176,94ea2_00001,2024-12-08_11-38-11,1733654291,5.940520763397217,13375.384698152542,1034571,DanielAhmed,192.168.137.208,13375.384698152542,2176,2.234429726762719,3.8900654989927275,0.01662651433418737,6.237873291969299,9.179115295410156e-06,6.237700700759888,-35.23149010427208,10.0,140,1,4000,6.9111554293394395,132527104000,27.762857142857136,100,2.118858951577464,0.2015042297483471,8704000,14,0,0,34.787499999999994,92.8625,6.9111554293394395,9474304000,4000,9474304000,4000,6.9111554293394395,4151,1224441.0,0.0,0.2615687611878481,4151,0.03790350630879402,0.00633760541677475,0.01,-0.1859341263771057,4157.577975529931,-0.16763637959957123,4151,0.0,2175.0,0.06539949029684067,1224441.0,0.7613068222999573,0.8636761903762817,0.0,0.03790350630879402,0.0001
8708000,202120,8939889,False,2177,94ea2_00001,2024-12-08_11-38-17,1733654297,6.128687858581543,13381.513386011124,1034571,DanielAhmed,192.168.137.208,13381.513386011124,2177,2.2350196221149603,3.889196754622557,0.016623063490828933,6.256730723381042,9.1552734375e-06,6.2565598487854,-42.12918584848633,10.0,185,1,4000,6.877842797321444,132648964000,24.404285714285706,100,2.1187542695115855,0.17344061037325958,8708000,14,0,0,30.522222222222222,92.83333333333331,6.877842797321444,9483012000,4000,9483012000,4000,6.877842797321444,4198,1224441.0,0.0,0.2615483901844334,4198,1.1829736232757568,0.017978975549340248,0.01,-0.20557549595832825,4157.6137948821615,-0.10184379667043686,4198,0.0,2176.0,0.08776945620775223,1224441.0,4.858807563781738,0.3822776675224304,0.0,0.20921877026557922,0.0001
8712000,202315,8944096,False,2178,94ea2_00001,2024-12-08_11-38-24,1733654304,6.59246039390564,13388.10584640503,1034571,DanielAhmed,192.168.137.208,13388.10584640503,2178,2.2351059366338917,3.8934717690761516,0.016619079425737135,6.241923785209655,9.1552734375e-06,6.2417593717575075,-23.54431892032201,10.0,195,1,4000,7.085725612158286,132770880000,25.454285714285717,100,2.1186785777608264,0.18099919943999596,8712000,14,0,0,31.56666666666667,92.84444444444445,7.085725612158286,9491724000,4000,9491724000,4000,7.085725612158286,4207,1224441.0,0.0,0.26152527932376757,4207,0.09111879765987396,0.04000227153301239,0.01,-0.1995275616645813,4157.653840049796,-0.1549803763628006,4207,0.0,2177.0,0.10122225433588028,1224441.0,3.268098831176758,0.7408494353294373,0.0,0.09111879765987396,0.0001
8716000,202473,8948267,False,2179,94ea2_00001,2024-12-08_11-38-30,1733654310,6.117012023925781,13394.222858428955,1034571,DanielAhmed,192.168.137.208,13394.222858428955,2179,2.234740073447438,3.8934019761952854,0.01661469179134252,6.236426949501038,8.0108642578125e-06,6.236282992362976,-3.1403179462370097,10.0,158,1,4000,7.140822006606122,132892852000,28.238571428571422,100,2.1185987517382117,0.20268767298419588,8716000,14,0,0,30.93333333333333,92.87777777777778,7.140822006606122,9500440000,4000,9500440000,4000,7.140822006606122,4171,1224441.0,0.0,0.261509874182495,4171,0.02603599801659584,0.028588581830263138,0.01,-0.1287706196308136,4157.694422934588,-0.11695846915245056,4171,0.0,2178.0,0.12058451771736145,1224441.0,1.4305301904678345,0.7424029111862183,0.0,0.02603599801659584,0.0001
8720000,202635,8952443,False,2180,94ea2_00001,2024-12-08_11-38-36,1733654316,6.00786280632019,13400.230721235275,1034571,DanielAhmed,192.168.137.208,13400.230721235275,2180,2.234798218652946,3.8918038616832615,0.016618119213536016,6.194433426856994,8.082389831542968e-06,6.1942870140075685,-3.072649626517051,10.0,162,1,4000,7.63504338538697,133014880000,23.617142857142852,100,2.1185558042854113,0.16998170446371663,8720000,14,0,0,31.244444444444444,93.0,7.63504338538697,9509160000,4000,9509160000,4000,7.63504338538697,4176,1224441.0,0.0,0.2614910947515173,4176,0.026883738115429878,0.01483758445829153,0.01,-0.1881590038537979,4157.73602877768,-0.17567560076713562,4176,0.0,2179.0,0.09584309905767441,1224441.0,0.5581263303756714,0.7748004198074341,0.0,0.026883738115429878,0.0001
